Rank,Task,ID,Name,Similarity,z-score,p-adjusted
92,Phenotype,HP:0200097,Oral mucosal blisters,0.1895912965160308,2.6472296281716665,1
93,Phenotype,HP:0033800,Blistering by anatomical location,0.18935623824093173,2.643186478230813,1
94,Biological Process,GO:0019221,cytokine-mediated signaling pathway,0.189051180481576,2.6379392932032864,1
95,Phenotype,HP:0032016,Abnormal sputum,0.18870665972351042,2.6320133198164375,1
96,Biological Process,GO:1902105,regulation of leukocyte differentiation,0.18814948452503766,2.622429556514334,1
97,Biological Process,GO:0050832,defense response to fungus,0.18799585213401182,2.6197869829124154,1
98,Biological Process,GO:1903902,positive regulation of viral life cycle,0.1879783948997159,2.6194867075199357,1
99,Biological Process,GO:0060284,regulation of cell development,0.18671155755041735,2.5976963095782812,1
100,Biological Process,GO:0002683,negative regulation of immune system process,0.18633432911116676,2.5912077435356626,1
101,Biological Process,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.1857844483649178,2.5817494493924937,1
102,Biological Process,GO:0042509,regulation of tyrosine phosphorylation of STAT protein,0.18473196550084248,2.563646083204504,1
103,Biological Process,GO:0009595,detection of biotic stimulus,0.18443640765420155,2.5585623026413162,1
104,Biological Process,GO:0045639,positive regulation of myeloid cell differentiation,0.18440041240085114,2.5579431616798107,1
105,Biological Process,GO:0002704,negative regulation of leukocyte mediated immunity,0.1831079677998766,2.5357123029287867,1
106,Biological Process,GO:0032653,regulation of interleukin-10 production,0.18302655041416682,2.5343118727670397,1
107,Biological Process,GO:0002706,regulation of lymphocyte mediated immunity,0.18256532921897006,2.5263785785773574,1
108,Biological Process,GO:0051873,killing by host of symbiont cells,0.1820369763908527,2.517290578144902,1
109,Biological Process,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",0.18183152218394227,2.51375663676731,1
110,Biological Process,GO:0042104,positive regulation of activated T cell proliferation,0.18177000928632236,2.512698576300097,1
111,Biological Process,GO:0090199,regulation of release of cytochrome c from mitochondria,0.18174132538008103,2.5122051951001616,1
112,Phenotype,HP:0008066,Abnormal blistering of the skin,0.18149637568182309,2.5079919064694747,1
113,Phenotype,HP:0007906,Ocular hypertension,0.18082497725096003,2.496443431841687,1
114,Biological Process,GO:0009620,response to fungus,0.1802638602355432,2.4867918668128093,1
115,Biological Process,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",0.18014364580443099,2.4847241031068252,1
116,Phenotype,HP:0012633,Asymmetry of intraocular pressure,0.17981939449066653,2.4791467768905244,1
117,Biological Process,GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.17940628815036996,2.4720410884197297,1
118,Biological Process,GO:0042130,negative regulation of T cell proliferation,0.178878300389833,2.462959367378908,1
119,Biological Process,GO:0045591,positive regulation of regulatory T cell differentiation,0.178537118902782,2.4570908315504667,1
120,Phenotype,HP:0001426,Non-Mendelian inheritance,0.178251002298646,2.4521694462871646,1
121,Biological Process,GO:0001775,cell activation,0.17799516380585434,2.44776886355268,1
122,Biological Process,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.1777301640844694,2.44321070193343,1
123,Biological Process,GO:0002695,negative regulation of leukocyte activation,0.17745241407830203,2.438433227409147,1
124,Biological Process,GO:2001198,regulation of dendritic cell differentiation,0.17743581777506312,2.438147760571485,1
125,Biological Process,GO:0045087,innate immune response,0.1773667350471193,2.436959494269087,1
126,Biological Process,GO:0002819,regulation of adaptive immune response,0.17724336675730323,2.434837482212873,1
127,Biological Process,GO:0050777,negative regulation of immune response,0.17705086495230116,2.4315263302818027,1
128,Phenotype,HP:0000123,Nephritis,0.17613832625924786,2.415830091715898,1
129,Biological Process,GO:0032720,negative regulation of tumor necrosis factor production,0.17550368499002755,2.4049138633506986,1
130,Biological Process,GO:0002821,positive regulation of adaptive immune response,0.17508598531980324,2.3977291667206813,1
131,Biological Process,GO:0001916,positive regulation of T cell mediated cytotoxicity,0.17350156133717398,2.370476079251395,1
132,Biological Process,GO:0002709,regulation of T cell mediated immunity,0.17335087432631469,2.367884168037946,1
133,Biological Process,GO:0050729,positive regulation of inflammatory response,0.1729821780029165,2.361542359745887,1
134,Biological Process,GO:0019731,antibacterial humoral response,0.17295094310484316,2.3610050998844994,1
135,Phenotype,HP:0002637,Cerebral ischemia,0.17281277699025588,2.3586285559496556,1
135,Phenotype,HP:0033401,Tissue ischemia,0.17281277699025588,2.3586285559496556,1
137,Biological Process,GO:0032102,negative regulation of response to external stimulus,0.17217571598126835,2.34767070654094,1
138,Phenotype,HP:0012735,Cough,0.17208062184729167,2.3460350277204376,1
139,Biological Process,GO:0098581,detection of external biotic stimulus,0.1719828552052085,2.3443533800822536,1
140,Biological Process,GO:1903037,regulation of leukocyte cell-cell adhesion,0.17166772511883632,2.3389329447049416,1
141,Phenotype,HP:0100749,Chest pain,0.17131420347361326,2.3328521504067123,1
142,Biological Process,GO:0002703,regulation of leukocyte mediated immunity,0.17099085285942772,2.3272903167887797,1
143,Biological Process,GO:0032735,positive regulation of interleukin-12 production,0.17083408523373833,2.32459381518182,1
144,Phenotype,HP:0000975,Hyperhidrosis,0.17072813161657918,2.3227713464311677,1
145,Phenotype,HP:0100679,Lack of skin elasticity,0.1700177013380756,2.310551499513199,1
146,Biological Process,GO:2001233,regulation of apoptotic signaling pathway,0.16988652401564297,2.3082951671921554,1
147,Phenotype,HP:0000979,Purpura,0.16983776069020007,2.3074564073727144,1
148,Biological Process,GO:0002708,positive regulation of lymphocyte mediated immunity,0.16974672779374933,2.3058905843879867,1
149,Biological Process,GO:0046649,lymphocyte activation,0.16950587790532012,2.301747815060905,1
150,Phenotype,HP:0100806,Sepsis,0.16942963146105894,2.3004363283392615,1
151,Phenotype,HP:0001697,Abnormal pericardium morphology,0.16929907891974305,2.2981907426457684,1
152,Biological Process,GO:0051090,regulation of DNA-binding transcription factor activity,0.16913033445212733,2.2952882318365986,1
153,Biological Process,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,0.16838128448276413,2.282404101983902,1
154,Biological Process,GO:0050830,defense response to Gram-positive bacterium,0.16817645459614283,2.2788808993073366,1
155,Biological Process,GO:0045785,positive regulation of cell adhesion,0.16800882907615733,2.27599763510007,1
156,Biological Process,GO:1902165,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0.1679163704591472,2.2744072888264135,1
157,Biological Process,GO:0040029,epigenetic regulation of gene expression,0.16773697840501955,2.271321632842892,1
158,Biological Process,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0.16773630508617798,2.271310051335994,1
159,Biological Process,GO:0002825,regulation of T-helper 1 type immune response,0.16718183469167802,2.2617728123607534,1
160,Phenotype,HP:0025568,Abnormal morphology of the choroidal vasculature,0.16707784072657228,2.259984050856019,1
161,Phenotype,HP:0200041,Skin erosion,0.16703435017969137,2.259235986138982,1
162,Biological Process,GO:0070374,positive regulation of ERK1 and ERK2 cascade,0.16677193396464296,2.25472226245108,1
163,Biological Process,GO:0050792,regulation of viral process,0.16641307834369423,2.2485497204208014,1
164,Biological Process,GO:1903131,mononuclear cell differentiation,0.16641155781425176,2.248523566359547,1
165,Biological Process,GO:1903706,regulation of hemopoiesis,0.16632993463335344,2.247119596391324,1
166,Phenotype,HP:0000095,Abnormal renal glomerulus morphology,0.16614018426102906,2.2438557708301223,1
167,Disease,MONDO:0002531,skin neoplasm,0.16606071234175968,2.242488803912842,1
168,Phenotype,HP:0100634,Neuroendocrine neoplasm,0.1660028543664056,2.241493610403776,1
169,Disease,MONDO:0002082,endocrine gland neoplasm,0.1659711386729994,2.240948080560739,1
170,Phenotype,HP:0001287,Meningitis,0.1656529235340244,2.235474580341343,1
171,Disease,MONDO:0017672,focal palmoplantar keratoderma,0.16541013770076185,2.231298511547416,1
172,Phenotype,HP:0031263,Abnormal renal corpuscle morphology,0.16523048682614472,2.228208403688944,1
173,Biological Process,GO:0002221,pattern recognition receptor signaling pathway,0.16517103261256338,2.2271857538799824,1
174,Phenotype,HP:0032158,Unusual infection by anatomical site,0.16494371154756116,2.2232756888115173,1
175,Biological Process,GO:0031348,negative regulation of defense response,0.164626619086092,2.217821499350228,1
176,Phenotype,HP:0002633,Vasculitis,0.1643628619273536,2.2132847105887885,1
177,Phenotype,HP:0002202,Pleural effusion,0.16420911418033246,2.210640152791311,1
178,Biological Process,GO:0032689,negative regulation of type II interferon production,0.163975723120645,2.2066256800024955,1
179,Biological Process,GO:0032656,regulation of interleukin-13 production,0.16369476347337275,2.2017929976356556,1
180,Disease,MONDO:0024477,liver and intrahepatic bile duct neoplasm,0.16362552233216887,2.2006020065257057,1
180,Disease,MONDO:0002514,hepatobiliary neoplasm,0.16362552233216887,2.2006020065257057,1
182,Phenotype,HP:0003204,Intracellular accumulation of autofluorescent lipopigment storage material,0.16350925209947842,2.1986020855094077,1
183,Phenotype,HP:0025323,Abnormal arterial physiology,0.16347631778690674,2.19803559465147,1
184,Biological Process,GO:0002839,positive regulation of immune response to tumor cell,0.16331738369090287,2.1953018283946264,1
184,Biological Process,GO:0002836,positive regulation of response to tumor cell,0.16331738369090287,2.1953018283946264,1
186,Biological Process,GO:0002707,negative regulation of lymphocyte mediated immunity,0.16321429675212995,2.1935286683124007,1
187,Phenotype,HP:0002204,Pulmonary embolism,0.16289032396431136,2.1879561329172743,1
188,Phenotype,HP:0003075,Hypoproteinemia,0.16270294798189167,2.1847331483534753,1
189,Phenotype,HP:0000529,Progressive visual loss,0.16239269725461158,2.1793966410166306,1
190,Biological Process,GO:0051250,negative regulation of lymphocyte activation,0.16214793936128435,2.1751866515511997,1
191,Biological Process,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,0.16197862462429746,2.1722743317507343,1
192,Biological Process,GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0.1614013163844179,2.1623442674935216,1
193,Phenotype,HP:0100796,Orchitis,0.16128317973123463,2.160312242872694,1
194,Phenotype,HP:0002039,Anorexia,0.16124760255183102,2.1597002930456104,1
195,Phenotype,HP:0011035,Abnormal renal cortex morphology,0.16114877096483493,2.1580003276861723,1
196,Phenotype,HP:0002600,Hyporeflexia of lower limbs,0.1611450349932071,2.1579360666281016,1
197,Phenotype,HP:0005112,Abdominal aortic aneurysm,0.16100400826637418,2.155510318366259,1
198,Phenotype,HP:0010990,Abnormality of the common coagulation pathway,0.16065731896928048,2.149547044746353,1
199,Biological Process,GO:0032674,regulation of interleukin-5 production,0.16054530984328408,2.1476204174410323,1
200,Biological Process,GO:0030574,collagen catabolic process,0.16005398984843533,2.139169404996243,1
201,Disease,MONDO:0005165,benign neoplasm,0.1598314939122497,2.1353423351734517,1
202,Phenotype,HP:0000967,Petechiae,0.1596174416539633,2.1316605019128887,1
203,Biological Process,GO:0009615,response to virus,0.15948345290405486,2.129355811273774,1
204,Phenotype,HP:0000099,Glomerulonephritis,0.15940630320804283,2.128028788054802,1
205,Biological Process,GO:1905710,positive regulation of membrane permeability,0.15924615625626315,2.1252741599169798,1
206,Phenotype,HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,0.15915918956350972,2.1237782781892927,1
207,Biological Process,GO:0002705,positive regulation of leukocyte mediated immunity,0.1591266047576132,2.123217799065647,1
208,Phenotype,HP:0001047,Atopic dermatitis,0.15879757085009327,2.117558209233435,1
209,Disease,MONDO:0006181,digestive system carcinoma,0.15834415508216793,2.109759173294382,1
210,Biological Process,GO:0050728,negative regulation of inflammatory response,0.15812678317700035,2.10602024002283,1
211,Biological Process,GO:2001242,regulation of intrinsic apoptotic signaling pathway,0.15810549993411216,2.1056541548799506,1
212,Phenotype,HP:0500022,Abnormal circulating dehydroepiandrosterone concentration,0.15794229167970197,2.1028468704144827,1
213,Biological Process,GO:0002724,regulation of T cell cytokine production,0.15740012243741286,2.0935212189820027,1
214,Phenotype,HP:0040154,Acne inversa,0.15737529002188744,2.0930940858409954,1
215,Phenotype,HP:0012632,Abnormal intraocular pressure,0.1573595047648514,2.0928225695073337,1
216,Biological Process,GO:0043270,positive regulation of monoatomic ion transport,0.15715579139721902,2.0893185716585165,1
217,Biological Process,GO:0140448,signaling receptor ligand precursor processing,0.15628950859483481,2.074417963459354,1
218,Biological Process,GO:0001667,ameboidal-type cell migration,0.15628432531745018,2.074328807833404,1
219,Phenotype,HP:0002829,Arthralgia,0.1561700474663542,2.0723631570316834,1
220,Phenotype,HP:0011898,Abnormality of circulating fibrinogen,0.15602393429196482,2.0698499186777415,1
221,Phenotype,HP:0011900,Hypofibrinogenemia,0.15594648577111603,2.068517755483925,1
222,Biological Process,GO:0002697,regulation of immune effector process,0.15583868432705028,2.0666635029501026,1
223,Biological Process,GO:2001234,negative regulation of apoptotic signaling pathway,0.1553797730703016,2.0587699411522955,1
224,Disease,MONDO:0021583,melanocytic skin neoplasm,0.1553235385647782,2.057802672343805,1
224,Disease,MONDO:0005073,melanocytic nevus,0.1553235385647782,2.057802672343805,1
224,Disease,MONDO:0021143,melanocytic neoplasm,0.1553235385647782,2.057802672343805,1
227,Phenotype,HP:0003256,Abnormality of the coagulation cascade,0.1551265092947195,2.0544136451706563,1
228,Biological Process,GO:0031341,regulation of cell killing,0.15439666249805906,2.0418598219474315,1
229,Biological Process,GO:0033674,positive regulation of kinase activity,0.15409873763100346,2.0367353271466975,1
230,Phenotype,HP:0002524,Cataplexy,0.15407580469568538,2.0363408662580698,1
231,Phenotype,HP:0011450,Unusual CNS infection,0.15379705185908654,2.03154614242062,1
232,Biological Process,GO:0036293,response to decreased oxygen levels,0.15351008168975,2.026610075299857,1
232,Biological Process,GO:0001666,response to hypoxia,0.15351008168975,2.026610075299857,1
234,Biological Process,GO:0046637,regulation of alpha-beta T cell differentiation,0.15317791945574655,2.0208966762876384,1
235,Biological Process,GO:0045321,leukocyte activation,0.1526895395155582,2.012496234629269,1
236,Biological Process,GO:0031349,positive regulation of defense response,0.15268631041634428,2.0124406920950175,1
237,Biological Process,GO:0046039,GTP metabolic process,0.15240810909644154,2.0076554546910756,1
238,Biological Process,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,0.15228573272654167,2.005550504280315,1
239,Phenotype,HP:0011034,Amyloidosis,0.15208461609619628,2.002091171943502,1
240,Phenotype,HP:0000572,Visual loss,0.152026050606614,2.001083808745415,1
241,Biological Process,GO:1900015,regulation of cytokine production involved in inflammatory response,0.15199436008624323,2.0005387118943947,1
242,Phenotype,HP:0007543,Epidermal hyperkeratosis,0.15191236713365297,1.9991283816208658,1
243,Biological Process,GO:1901797,negative regulation of signal transduction by p53 class mediator,0.15146268225723114,1.991393519358555,1
244,Biological Process,GO:0051098,regulation of binding,0.15131723129142105,1.9888916714080231,1
245,Biological Process,GO:0022407,regulation of cell-cell adhesion,0.1513014236782373,1.988619770534582,1
246,Biological Process,GO:0045723,positive regulation of fatty acid biosynthetic process,0.15113064375441565,1.9856822486004684,1
247,Biological Process,GO:0030522,intracellular receptor signaling pathway,0.15088314992725382,1.9814251993550027,1
248,Biological Process,GO:0010712,regulation of collagen metabolic process,0.1507482619892575,1.9791050421161145,1
249,Biological Process,GO:0071071,regulation of phospholipid biosynthetic process,0.15072669957342077,1.9787341550232087,1
250,Disease,MONDO:0021069,malignant endocrine neoplasm,0.1505962805790938,1.9764908664217882,1
251,Biological Process,GO:1902254,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0.15053944305854206,1.975513225376136,1
252,Phenotype,HP:0001065,Striae distensae,0.15020906955996893,1.9698305937365883,1
253,Biological Process,GO:0002699,positive regulation of immune effector process,0.15013197636624043,1.9685045423923748,1
254,Phenotype,HP:0100584,Endocarditis,0.15009650006766195,1.9678943277788334,1
255,Disease,MONDO:0004993,carcinoma,0.14962743760161967,1.9598261588065384,1
256,Biological Process,GO:0055082,intracellular chemical homeostasis,0.14958583363642508,1.9591105444792194,1
257,Biological Process,GO:0043269,regulation of monoatomic ion transport,0.1494807326377483,1.9573027413018815,1
258,Biological Process,GO:0034138,toll-like receptor 3 signaling pathway,0.14945446994712497,1.9568510065310225,1
259,Biological Process,GO:1901550,regulation of endothelial cell development,0.14941259148711328,1.9561306707204753,1
259,Biological Process,GO:1903140,regulation of establishment of endothelial barrier,0.14941259148711328,1.9561306707204753,1
261,Phenotype,HP:0031365,Macular purpura,0.1492957635544081,1.954121156913706,1
262,Biological Process,GO:0045766,positive regulation of angiogenesis,0.14929293655161047,1.9540725306903184,1
263,Biological Process,GO:1904018,positive regulation of vasculature development,0.14922870056863924,1.952967631445051,1
264,Phenotype,HP:0001061,Acne,0.1491701790127511,1.951961023934092,1
265,Biological Process,GO:0051347,positive regulation of transferase activity,0.14914454168724578,1.9515200458359725,1
266,Biological Process,GO:0070482,response to oxygen levels,0.14905601492311416,1.9499973299009055,1
267,Phenotype,HP:0000022,Abnormal male internal genitalia morphology,0.14894441729953733,1.948077780695612,1
268,Biological Process,GO:0033209,tumor necrosis factor-mediated signaling pathway,0.14890397886575324,1.9473822142404704,1
269,Biological Process,GO:0043433,negative regulation of DNA-binding transcription factor activity,0.1488492714814289,1.9464412128755877,1
270,Biological Process,GO:0031342,negative regulation of cell killing,0.14883733957321754,1.946235976561492,1
271,Phenotype,HP:0030318,Angular cheilitis,0.1487507632814853,1.9447468099765288,1
272,Biological Process,GO:0045670,regulation of osteoclast differentiation,0.14866069449878416,1.9431975703537276,1
273,Phenotype,HP:0001931,Hypochromic anemia,0.1486113465417802,1.942348754504306,1
274,Phenotype,HP:0004970,Ascending tubular aorta aneurysm,0.14828814893537023,1.9367895527161973,1
275,Biological Process,GO:0042110,T cell activation,0.1477984892669234,1.9283670989281536,1
276,Phenotype,HP:0030348,Increased circulating androgen concentration,0.14778707809767788,1.9281708196512777,1
277,Phenotype,HP:0032169,Severe infection,0.14777719789420452,1.928000873947081,1
278,Phenotype,HP:0001933,Subcutaneous hemorrhage,0.14774155085787333,1.927387722536975,1
279,Phenotype,HP:0410019,Epigastric pain,0.1476598214617213,1.9259819255996888,1
280,Biological Process,GO:0046636,negative regulation of alpha-beta T cell activation,0.14732573555579798,1.9202354382224434,1
281,Disease,MONDO:0021440,benign neoplasm of skin,0.147174099933985,1.917627210304894,1
282,Biological Process,GO:0002726,positive regulation of T cell cytokine production,0.14714326226084362,1.9170967829617804,1
283,Biological Process,GO:0006954,inflammatory response,0.14708716280511291,1.9161318370945315,1
284,Biological Process,GO:0016241,regulation of macroautophagy,0.14699235972595925,1.9145011645997583,1
285,Biological Process,GO:0042269,regulation of natural killer cell mediated cytotoxicity,0.1469330912680431,1.9134817099048866,1
285,Biological Process,GO:0002715,regulation of natural killer cell mediated immunity,0.1469330912680431,1.9134817099048866,1
