Rank,Task,ID,Name,Similarity,z-score,p-adjusted
81,Biological Process,GO:2001056,positive regulation of cysteine-type endopeptidase activity,0.16907520481253258,2.5420605341110947,1
82,Biological Process,GO:2000116,regulation of cysteine-type endopeptidase activity,0.16858544333551984,2.5325135354130563,1
83,Phenotype,HP:0003756,Skeletal myopathy,0.16716931948933866,2.5049088070905787,1
84,Biological Process,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,0.1670295354486303,2.5021839744581937,1
85,Biological Process,GO:0030336,negative regulation of cell migration,0.16661950542661086,2.4941911937473615,1
86,Biological Process,GO:0045980,negative regulation of nucleotide metabolic process,0.16584014367143218,2.47899897057094,1
87,Phenotype,HP:0033331,Acute phase response,0.16561951228110938,2.4746981676392648,1
88,Phenotype,HP:0001291,Abnormal cranial nerve morphology,0.16554514918063956,2.4732485958442396,1
89,Biological Process,GO:0001910,regulation of leukocyte mediated cytotoxicity,0.16530450901233962,2.468557758607575,1
90,Phenotype,HP:0004312,Abnormal reticulocyte morphology,0.16527991149838706,2.4680782753392863,1
91,Biological Process,GO:0001775,cell activation,0.1652417935438396,2.4673352359629432,1
92,Phenotype,HP:0001974,Leukocytosis,0.16498531327220256,2.462335625061885,1
93,Biological Process,GO:0042060,wound healing,0.16467932739863145,2.456370993555096,1
94,Biological Process,GO:1900542,regulation of purine nucleotide metabolic process,0.1646595731759657,2.4559859213374504,1
95,Biological Process,GO:0010596,negative regulation of endothelial cell migration,0.1644240082814451,2.4513940172232096,1
96,Biological Process,GO:1904018,positive regulation of vasculature development,0.1638368621596903,2.439948684090556,1
97,Biological Process,GO:0048729,tissue morphogenesis,0.1637641698598712,2.4385316814794824,1
98,Biological Process,GO:0045766,positive regulation of angiogenesis,0.16327754529286476,2.429045831069237,1
99,Biological Process,GO:0070201,regulation of establishment of protein localization,0.1632073547262919,2.4276775951439187,1
100,Biological Process,GO:1903078,positive regulation of protein localization to plasma membrane,0.1629864540712307,2.42337154339169,1
101,Biological Process,GO:0002685,regulation of leukocyte migration,0.16256701909947935,2.415195430493538,1
102,Phenotype,HP:0012031,Lipomatous tumor,0.16255872432987728,2.415033739224812,1
102,Phenotype,HP:0200013,Neoplasm of fatty tissue,0.16255872432987728,2.415033739224812,1
104,Biological Process,GO:0045765,regulation of angiogenesis,0.16243005104545682,2.4125254903394007,1
105,Biological Process,GO:0045661,regulation of myoblast differentiation,0.16215684366206917,2.4071998151772678,1
106,Biological Process,GO:2000353,positive regulation of endothelial cell apoptotic process,0.16200581952845206,2.404255877618501,1
107,Biological Process,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,0.16188590918258716,2.4019184460940046,1
108,Phenotype,HP:0003334,Elevated circulating catecholamine level,0.16127620762217143,2.3900334361928905,1
108,Phenotype,HP:0012099,Abnormality of circulating catecholamine level,0.16127620762217143,2.3900334361928905,1
110,Phenotype,HP:0001962,Palpitations,0.1610193689431222,2.3850268387989,1
111,Disease,MONDO:0006130,central nervous system neoplasm,0.16099612925901097,2.3845738239245864,1
112,Biological Process,GO:0048588,developmental cell growth,0.16097505662425116,2.3841630516894092,1
113,Biological Process,GO:0032680,regulation of tumor necrosis factor production,0.16063736306553644,2.3775803372116404,1
114,Biological Process,GO:0010633,negative regulation of epithelial cell migration,0.1604553412622256,2.3740321571264644,1
115,Biological Process,GO:0046649,lymphocyte activation,0.16021672411607213,2.369380754983626,1
116,Biological Process,GO:1905475,regulation of protein localization to membrane,0.15966597664272952,2.3586449465182064,1
117,Biological Process,GO:0050920,regulation of chemotaxis,0.15952178089757185,2.3558341158263367,1
118,Biological Process,GO:0001649,osteoblast differentiation,0.1590487536498113,2.3466133201319685,1
119,Phenotype,HP:0000790,Hematuria,0.1585652245926985,2.337187810990507,1
119,Phenotype,HP:0012614,Abnormal urine cytology,0.1585652245926985,2.337187810990507,1
121,Biological Process,GO:1900543,negative regulation of purine nucleotide metabolic process,0.15837782618873697,2.3335348239700746,1
122,Biological Process,GO:0043410,positive regulation of MAPK cascade,0.15799710494260633,2.3261133639089557,1
123,Biological Process,GO:0046879,hormone secretion,0.1577265874484448,2.3208401231871476,1
124,Phenotype,HP:0006501,Aplasia/Hypoplasia of the radius,0.1569492374457685,2.3056871154235794,1
125,Disease,MONDO:0021069,malignant endocrine neoplasm,0.15687118979566517,2.304165720114038,1
126,Disease,MONDO:0005267,heart disorder,0.1560393830000013,2.2879511773867103,1
127,Phenotype,HP:0001876,Pancytopenia,0.15589382438890298,2.2851137801313772,1
128,Biological Process,GO:1901342,regulation of vasculature development,0.15514678614533972,2.270551644329713,1
129,Biological Process,GO:1990138,neuron projection extension,0.1545438297642484,2.2587981192865363,1
130,Biological Process,GO:0045596,negative regulation of cell differentiation,0.15452113911721677,2.258355806879709,1
131,Biological Process,GO:0032102,negative regulation of response to external stimulus,0.15428695357440636,2.2537907906886705,1
132,Phenotype,HP:0012062,Bone cyst,0.15422193309215115,2.2525233360427426,1
133,Phenotype,HP:0006503,Aplasia/hypoplasia involving forearm bones,0.15415880756454636,2.2512928200504847,1
134,Phenotype,HP:0001981,Schistocytosis,0.1541147645283213,2.2504342821106227,1
135,Biological Process,GO:0048646,anatomical structure formation involved in morphogenesis,0.15408421746211676,2.24983882327,1
136,Biological Process,GO:0009746,response to hexose,0.15365037103726742,2.241381785614755,1
136,Biological Process,GO:0034284,response to monosaccharide,0.15365037103726742,2.241381785614755,1
136,Biological Process,GO:0009749,response to glucose,0.15365037103726742,2.241381785614755,1
139,Phenotype,HP:0010013,Abnormal 5th metacarpal morphology,0.15344951825469877,2.2374665302431485,1
140,Biological Process,GO:0045216,cell-cell junction organization,0.15334386840999914,2.23540708094561,1
141,Biological Process,GO:0001914,regulation of T cell mediated cytotoxicity,0.1529555189040328,2.227836921997098,1
142,Phenotype,HP:0004375,Neoplasm of the nervous system,0.15259764472371273,2.220860823439048,1
143,Biological Process,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,0.15238251307921535,2.2166672279311888,1
144,Disease,MONDO:0021227,adrenal gland neoplasm,0.15233267328698263,2.2156956929005887,1
145,Biological Process,GO:0050926,regulation of positive chemotaxis,0.15228919516376827,2.214848166900274,1
146,Biological Process,GO:0071276,cellular response to cadmium ion,0.15215400252130573,2.2122128351272514,1
147,Biological Process,GO:2000273,positive regulation of signaling receptor activity,0.1520004416236046,2.209219448021013,1
148,Biological Process,GO:0042110,T cell activation,0.15185401154179012,2.2063650630478153,1
149,Phenotype,HP:0000155,Oral ulcer,0.1515018833589069,2.1995009721355747,1
150,Biological Process,GO:1905477,positive regulation of protein localization to membrane,0.15149699035566178,2.1994055920417876,1
151,Biological Process,GO:0045662,negative regulation of myoblast differentiation,0.15143414263327615,2.198180491351039,1
152,Biological Process,GO:0034765,regulation of monoatomic ion transmembrane transport,0.15142643366966402,2.198030219292042,1
153,Phenotype,HP:0002633,Vasculitis,0.1514216959022764,2.19793786523562,1
154,Phenotype,HP:0001874,Abnormality of neutrophils,0.15121729143985574,2.19395337640137,1
155,Biological Process,GO:0010634,positive regulation of epithelial cell migration,0.1511793724254965,2.1932142149978917,1
156,Biological Process,GO:0071396,cellular response to lipid,0.15091584754984222,2.1880772825055335,1
157,Biological Process,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,0.15089008785278635,2.187575144616383,1
158,Phenotype,HP:0003022,Hypoplasia of the ulna,0.15074367535092636,2.184721102332046,1
159,Biological Process,GO:0043547,positive regulation of GTPase activity,0.15072355949520522,2.1843289807434902,1
160,Phenotype,HP:0001639,Hypertrophic cardiomyopathy,0.15060583048665943,2.182034070375767,1
161,Biological Process,GO:0002686,negative regulation of leukocyte migration,0.1502309102205842,2.174725689745424,1
162,Biological Process,GO:2000351,regulation of endothelial cell apoptotic process,0.14973380195523567,2.165035478928898,1
163,Phenotype,HP:0100835,Benign neoplasm of the central nervous system,0.14970812242038356,2.1645349036543897,1
164,Biological Process,GO:0052547,regulation of peptidase activity,0.14894374837486923,2.1496348382963513,1
165,Phenotype,HP:0007379,Neoplasm of the genitourinary tract,0.1488772148731189,2.148337890119739,1
166,Phenotype,HP:0010741,Pedal edema,0.1486964847818627,2.1448148895839614,1
167,Biological Process,GO:0043269,regulation of monoatomic ion transport,0.14849915412517,2.1409682915746227,1
168,Biological Process,GO:0033121,regulation of purine nucleotide catabolic process,0.14849799643986028,2.14094572462997,1
168,Biological Process,GO:0006110,regulation of glycolytic process,0.14849799643986028,2.14094572462997,1
168,Biological Process,GO:0030811,regulation of nucleotide catabolic process,0.14849799643986028,2.14094572462997,1
171,Biological Process,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,0.14846012782557982,2.140207545683277,1
172,Biological Process,GO:0001704,formation of primary germ layer,0.1484334666704632,2.1396878355281643,1
173,Biological Process,GO:1904037,positive regulation of epithelial cell apoptotic process,0.1482821948926082,2.136739070600713,1
174,Phenotype,HP:0002488,Acute leukemia,0.1480493414877555,2.1322000219876585,1
175,Phenotype,HP:0007417,Discoid lupus rash,0.14784564781712073,2.128229388731221,1
176,Biological Process,GO:2001235,positive regulation of apoptotic signaling pathway,0.14779787490002783,2.127298143627851,1
177,Phenotype,HP:0100530,Abnormal circulating calcium-phosphate regulating hormone concentration,0.14773726325686576,2.1261166311865627,1
178,Phenotype,HP:0100006,Neoplasm of the central nervous system,0.14760315867179719,2.1235025090901094,1
179,Biological Process,GO:0007498,mesoderm development,0.14715453553008428,2.114757426532848,1
180,Biological Process,GO:0048514,blood vessel morphogenesis,0.14688852623811377,2.1095720649164167,1
181,Biological Process,GO:1904062,regulation of monoatomic cation transmembrane transport,0.14685568044774833,2.1089317966785646,1
182,Phenotype,HP:0009553,Abnormality of the hairline,0.14683276095930364,2.1084850234295214,1
183,Biological Process,GO:0030879,mammary gland development,0.14680836781186346,2.1080095239103005,1
184,Biological Process,GO:0051046,regulation of secretion,0.14675841080697705,2.1070357040347205,1
185,Phenotype,HP:0002984,Hypoplasia of the radius,0.14671783097462243,2.1062446748810615,1
186,Biological Process,GO:0002762,negative regulation of myeloid leukocyte differentiation,0.14671018523806933,2.106095635317225,1
187,Phenotype,HP:0045040,Abnormal circulating lactate dehydrogenase concentration,0.14666969878040548,2.1053064263313273,1
188,Phenotype,HP:0100780,Conjunctival hamartoma,0.14649249446922985,2.101852154389811,1
189,Biological Process,GO:0010595,positive regulation of endothelial cell migration,0.1464798533218198,2.101605738484253,1
190,Biological Process,GO:0050927,positive regulation of positive chemotaxis,0.1463528918375412,2.099130857992423,1
191,Phenotype,HP:0045017,Congenital malformation of the left heart,0.14618601214175997,2.0958778454278786,1
192,Biological Process,GO:1902622,regulation of neutrophil migration,0.14605009852712192,2.093228459629082,1
193,Biological Process,GO:0045321,leukocyte activation,0.1456424159971722,2.0852814389561156,1
194,Phenotype,HP:0009824,Upper limb undergrowth,0.1456416185192384,2.085265893591376,1
195,Disease,MONDO:0100547,cardiogenetic disease,0.14560273284915715,2.08450788901351,1
196,Phenotype,HP:0011702,Abnormal electrophysiology of sinoatrial node origin,0.1455150773041497,2.082799205473991,1
197,Biological Process,GO:0036336,dendritic cell migration,0.14509511209005133,2.0746127564770767,1
197,Biological Process,GO:0002407,dendritic cell chemotaxis,0.14509511209005133,2.0746127564770767,1
199,Phenotype,HP:0005561,Abnormal bone marrow cell morphology,0.1445564671134688,2.0641128639140605,1
200,Biological Process,GO:0032675,regulation of interleukin-6 production,0.14436578655244947,2.0603958972818615,1
201,Biological Process,GO:0090022,regulation of neutrophil chemotaxis,0.14436202413427213,2.060322555863382,1
202,Phenotype,HP:0012145,Abnormality of multiple cell lineages in the bone marrow,0.14407787206782785,2.054783534246299,1
203,Phenotype,HP:0031284,Flushing,0.14383351517774645,2.0500202463582986,1
204,Phenotype,HP:0100836,Malignant neoplasm of the central nervous system,0.14377405516520447,2.048861182836631,1
205,Phenotype,HP:0001909,Leukemia,0.1434831366697702,2.0431902621384848,1
206,Phenotype,HP:0002018,Nausea,0.1433126290300849,2.0398665294839486,1
207,Biological Process,GO:0006874,intracellular calcium ion homeostasis,0.14315152556739175,2.0367261139535926,1
208,Biological Process,GO:2001233,regulation of apoptotic signaling pathway,0.14305745429421746,2.0348923676001727,1
209,Biological Process,GO:0051592,response to calcium ion,0.14260776651797125,2.0261265319519057,1
210,Phenotype,HP:0000782,Abnormal scapula morphology,0.14251878122631734,2.0243919274486153,1
211,Phenotype,HP:0030060,Nervous tissue neoplasm,0.14249751790362108,2.0239774381030355,1
211,Phenotype,HP:0030061,Neuroectodermal neoplasm,0.14249751790362108,2.0239774381030355,1
213,Phenotype,HP:0005916,Abnormal metacarpal morphology,0.14228732948141365,2.019880201616825,1
214,Phenotype,HP:0001896,Reticulocytopenia,0.14214766693571046,2.0171577373059817,1
215,Biological Process,GO:1903530,regulation of secretion by cell,0.1418217867002357,2.010805301825,1
216,Biological Process,GO:0051223,regulation of protein transport,0.14154736994893624,2.005456052260997,1
217,Phenotype,HP:0031910,Abnormal cranial nerve physiology,0.1412851744068201,2.000345032679624,1
218,Biological Process,GO:1903829,positive regulation of protein localization,0.1412488708760865,1.9996373621564918,1
219,Biological Process,GO:0002689,negative regulation of leukocyte chemotaxis,0.14112081353521888,1.9971411199571372,1
220,Biological Process,GO:0035025,positive regulation of Rho protein signal transduction,0.141036990286581,1.9955071399828603,1
221,Biological Process,GO:0060560,developmental growth involved in morphogenesis,0.1410128064761541,1.9950357211034755,1
222,Biological Process,GO:0007162,negative regulation of cell adhesion,0.14095749832146642,1.9939575904101126,1
223,Phenotype,HP:0004383,Hypoplastic left heart,0.14092634261029757,1.9933502671559853,1
224,Phenotype,HP:0009821,Forearm undergrowth,0.14087048781843448,1.992261480776851,1
225,Biological Process,GO:1904035,regulation of epithelial cell apoptotic process,0.14069169002913573,1.9887761469117646,1
226,Biological Process,GO:0050921,positive regulation of chemotaxis,0.14058334171859055,1.9866640959884894,1
227,Phenotype,HP:0005274,Prominent nasal tip,0.14052743407247825,1.9855742793130333,1
228,Phenotype,HP:0002960,Autoimmunity,0.14046414133316953,1.9843405038363233,1
229,Phenotype,HP:0001012,Multiple lipomas,0.14035028955905748,1.982121173018704,1
230,Phenotype,HP:0030063,Neuroepithelial neoplasm,0.14034642311514844,1.9820458038100217,1
231,Phenotype,HP:0009124,Abnormal adipose tissue morphology,0.1403445328426215,1.982008956425732,1
232,Biological Process,GO:0030168,platelet activation,0.14020719988428598,1.979331903133538,1
233,Phenotype,HP:0010012,Abnormal 4th metacarpal morphology,0.14018386576628772,1.9788770474443806,1
234,Biological Process,GO:0010738,regulation of protein kinase A signaling,0.1400541679817091,1.9763488278137498,1
235,Biological Process,GO:0090130,tissue migration,0.1400010049041407,1.9753125114512928,1
235,Biological Process,GO:0010631,epithelial cell migration,0.1400010049041407,1.9753125114512928,1
235,Biological Process,GO:0090132,epithelium migration,0.1400010049041407,1.9753125114512928,1
238,Disease,MONDO:0021248,nervous system neoplasm,0.13990471283507389,1.9734354747688256,1
239,Biological Process,GO:0010563,negative regulation of phosphorus metabolic process,0.13988903205172742,1.9731298067544567,1
240,Phenotype,HP:0004376,Neuroblastic tumor,0.13974659286277524,1.9703532168932645,1
240,Phenotype,HP:0003006,Neuroblastoma,0.13974659286277524,1.9703532168932645,1
242,Phenotype,HP:0001751,Abnormal vestibular function,0.13973759962665155,1.9701779103050705,1
243,Biological Process,GO:0045936,negative regulation of phosphate metabolic process,0.13962746309600582,1.9680310013217535,1
244,Phenotype,HP:0002721,Immunodeficiency,0.13948123400765278,1.9651805343462028,1
245,Phenotype,HP:0006824,Cranial nerve paralysis,0.13944528959152014,1.9644798641013457,1
246,Biological Process,GO:0043534,blood vessel endothelial cell migration,0.1393446673773191,1.962518419208149,1
247,Biological Process,GO:1903076,regulation of protein localization to plasma membrane,0.13924078102348503,1.9604933459197247,1
248,Phenotype,HP:0033020,Female reproductive system neoplasm,0.1391750161228823,1.9592113802080473,1
249,Biological Process,GO:0008277,regulation of G protein-coupled receptor signaling pathway,0.13902602511374662,1.9563070746695357,1
250,Phenotype,HP:0006801,Hyperactive deep tendon reflexes,0.13901945410318473,1.956178984911105,1
251,Biological Process,GO:0009266,response to temperature stimulus,0.13897618744415452,1.9553355810159083,1
252,Phenotype,HP:0030126,Abnormal endometrium morphology,0.13896898248424128,1.955195133581515,1
253,Biological Process,GO:1901184,regulation of ERBB signaling pathway,0.13894044593463084,1.9546388660619889,1
254,Biological Process,GO:0052548,regulation of endopeptidase activity,0.13883342075193095,1.952552607081137,1
255,Biological Process,GO:0044060,regulation of endocrine process,0.13863636000386192,1.94871127044371,1
256,Phenotype,HP:0009811,Abnormality of the elbow,0.13825369378151242,1.9412518966504975,1
257,Biological Process,GO:0032526,response to retinoic acid,0.13819619190407106,1.9401310033691073,1
258,Phenotype,HP:0000763,Sensory neuropathy,0.1379916309113869,1.9361434632654286,1
259,Biological Process,GO:0010035,response to inorganic substance,0.13794168078845348,1.9351697775408576,1
260,Phenotype,HP:0012640,Abnormality of intracranial pressure,0.137882368363771,1.9340135909729081,1
260,Phenotype,HP:0002516,Increased intracranial pressure,0.137882368363771,1.9340135909729081,1
262,Phenotype,HP:0009942,Duplication of thumb phalanx,0.13772701646008811,1.930985291501001,1
263,Phenotype,HP:0030065,Primitive neuroectodermal tumor,0.1376434895940244,1.9293570889595815,1
264,Biological Process,GO:0002834,regulation of response to tumor cell,0.13762391425831788,1.9289755038140048,1
265,Biological Process,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,0.13754353668355446,1.9274086909109192,1
266,Biological Process,GO:0090316,positive regulation of intracellular protein transport,0.13726736186669974,1.9220251710942426,1
267,Biological Process,GO:0002688,regulation of leukocyte chemotaxis,0.13713194038754317,1.9193853785709927,1
268,Phenotype,HP:0100008,Schwannoma,0.13710044901519747,1.918771512219932,1
269,Biological Process,GO:0032735,positive regulation of interleukin-12 production,0.13709775483507258,1.9187189941364324,1
270,Biological Process,GO:1903900,regulation of viral life cycle,0.13705696682976676,1.9179239070341856,1
271,Phenotype,HP:0006495,Aplasia/Hypoplasia of the ulna,0.13697178228224993,1.9162633910434292,1
272,Biological Process,GO:0033993,response to lipid,0.13689574234423152,1.9147811323862385,1
273,Phenotype,HP:0001701,Pericarditis,0.13687593183862112,1.9143949630361632,1
274,Phenotype,HP:0000957,Cafe-au-lait spot,0.1368353152397369,1.9136032171866704,1
275,Biological Process,GO:0046651,lymphocyte proliferation,0.1366155406484546,1.9093191159755425,1
276,Biological Process,GO:0003091,renal water homeostasis,0.13647984814132252,1.906674040260676,1
277,Biological Process,GO:0051496,positive regulation of stress fiber assembly,0.1364264666563605,1.9056334664480106,1
278,Biological Process,GO:0007266,Rho protein signal transduction,0.13639401919917504,1.9050009629824591,1
279,Phenotype,HP:0002973,Abnormal forearm morphology,0.13638466393538673,1.9048185993311741,1
280,Phenotype,HP:0030067,Peripheral primitive neuroectodermal neoplasm,0.1362556449144463,1.9023036109485572,1
281,Biological Process,GO:0003158,endothelium development,0.13606750108374377,1.8986360932056001,1
282,Biological Process,GO:0045785,positive regulation of cell adhesion,0.1359506668718553,1.8963586252520388,1
283,Phenotype,HP:0001648,Cor pulmonale,0.13585775321139582,1.8945474444281667,1
284,Disease,MONDO:0021635,neurocristopathy,0.1358238247879977,1.8938860722516861,1
285,Biological Process,GO:0002837,regulation of immune response to tumor cell,0.13576915498123676,1.8928203849764187,1
286,Biological Process,GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,0.13566255248182035,1.8907423654283242,1
287,Biological Process,GO:0016049,cell growth,0.13557149849452788,1.8889674355105313,1
288,Biological Process,GO:0043470,regulation of carbohydrate catabolic process,0.1354893083733636,1.8873652903509466,1
289,Biological Process,GO:0000422,autophagy of mitochondrion,0.13535503887498312,1.8847479535729639,1
